Date,Open,High,Low,Close,Volume,Adjusted Close
2016-08-29,1410.160034,1411.97998,1400.469971,1411.97998,0.0,1411.97998
2016-08-26,1403.140015,1414.51001,1397.969971,1411.650024,0.0,1411.650024
2016-08-25,1411.910034,1411.910034,1401.130005,1405.079956,0.0,1405.079956
2016-08-24,1406.209961,1419.23999,1396.530029,1412.939941,0.0,1412.939941
2016-08-23,1392.47998,1408.920044,1392.47998,1406.550049,0.0,1406.550049
2016-08-22,1393.310059,1403.660034,1387.98999,1391.469971,0.0,1391.469971
2016-08-19,1403.319946,1405.77002,1386.699951,1393.609985,0.0,1393.609985
2016-08-18,1392.73999,1405.310059,1392.73999,1403.02002,0.0,1403.02002
2016-08-17,1406.48999,1411.329956,1389.75,1392.050049,0.0,1392.050049
2016-08-16,1419.660034,1419.660034,1405.130005,1406.26001,0.0,1406.26001
2016-08-15,1413.949951,1424.699951,1413.819946,1421.579956,0.0,1421.579956
2016-08-12,1416.959961,1419.810059,1410.839966,1414.209961,0.0,1414.209961
2016-08-11,1406.349976,1416.900024,1401.140015,1416.900024,0.0,1416.900024
2016-08-10,1410.430054,1410.430054,1403.959961,1405.98999,0.0,1405.98999
2016-08-09,1385.550049,1411.349976,1382.869995,1411.349976,0.0,1411.349976
2016-08-08,1379.790039,1388.439941,1379.790039,1385.680054,0.0,1385.680054
2016-08-05,1366.189941,1381.160034,1366.140015,1378.829956,0.0,1378.829956
2016-08-04,1354.030029,1366.349976,1354.030029,1365.849976,0.0,1365.849976
2016-08-03,1359.050049,1362.280029,1347.089966,1352.339966,0.0,1352.339966
2016-08-02,1379.560059,1380.369995,1357.430054,1358.619995,0.0,1358.619995
2016-08-01,1388.829956,1395.73999,1374.810059,1379.459961,0.0,1379.459961
2016-07-29,1383.01001,1389.829956,1382.089966,1386.660034,0.0,1386.660034
2016-07-28,1387.089966,1393.069946,1379.780029,1382.079956,0.0,1382.079956
2016-07-27,1383.689941,1395.869995,1383.689941,1387.51001,0.0,1387.51001
2016-07-26,1385.969971,1389.949951,1375.75,1382.72998,0.0,1382.72998
2016-07-25,1381.26001,1397.030029,1381.26001,1385.969971,0.0,1385.969971
2016-07-22,1381.300049,1382.079956,1372.160034,1377.469971,0.0,1377.469971
2016-07-21,1386.300049,1390.459961,1373.420044,1381.699951,0.0,1381.699951
2016-07-20,1373.650024,1386.719971,1373.650024,1386.589966,0.0,1386.589966
2016-07-19,1367.459961,1378.719971,1360.790039,1371.900024,0.0,1371.900024
2016-07-18,1372.530029,1380.060059,1360.119995,1368.25,0.0,1368.25
2016-07-15,1365.089966,1377.400024,1361.109985,1372.800049,0.0,1372.800049
2016-07-14,1356.790039,1369.719971,1356.790039,1364.920044,0.0,1364.920044
2016-07-13,1354.469971,1363.400024,1351.76001,1356.349976,0.0,1356.349976
2016-07-12,1350.189941,1358.76001,1346.390015,1354.51001,0.0,1354.51001
2016-07-11,1328.72998,1351.359985,1328.72998,1350.089966,0.0,1350.089966
2016-07-08,1304.650024,1326.76001,1300.27002,1326.209961,0.0,1326.209961
2016-07-07,1285.060059,1313.449951,1285.060059,1305.329956,0.0,1305.329956
2016-07-06,1300.709961,1303.680054,1275.22998,1284.579956,0.0,1284.579956
2016-07-05,1324.930054,1324.930054,1300.459961,1303.01001,0.0,1303.01001
2016-07-04,1340.579956,1345.72998,1324.859985,1325.540039,0.0,1325.540039
2016-07-01,1325.170044,1342.180054,1325.170044,1340.26001,0.0,1340.26001
2016-06-30,1309.579956,1324.380005,1300.689941,1323.579956,0.0,1323.579956
2016-06-29,1280.689941,1309.619995,1280.689941,1309.569946,0.0,1309.569946
2016-06-28,1247.0,1290.359985,1247.0,1278.52002,0.0,1278.52002
2016-06-27,1353.22998,1353.22998,1240.680054,1246.099976,0.0,1246.099976
2016-06-24,1354.58,1366.98,1347.43,1360.73,,1360.73
2016-06-23,1354.579956,1366.97998,1347.430054,1360.72998,0.0,1360.72998
2016-06-22,1345.079956,1357.910034,1338.650024,1354.599976,0.0,1354.599976
2016-06-21,1340.0,1346.920044,1331.5,1344.589966,0.0,1344.589966
2016-06-20,1301.390015,1340.359985,1301.390015,1340.290039,0.0,1340.290039
2016-06-17,1280.579956,1300.27002,1280.579956,1298.380005,0.0,1298.380005
2016-06-16,1301.27002,1301.27002,1270.709961,1278.709961,0.0,1278.709961
2016-06-15,1275.890015,1306.890015,1275.890015,1304.089966,0.0,1304.089966
2016-06-14,1294.319946,1294.319946,1270.160034,1273.969971,0.0,1273.969971
2016-06-13,1312.790039,1312.790039,1290.369995,1294.51001,0.0,1294.51001
2016-06-10,1343.150024,1343.150024,1313.359985,1315.060059,0.0,1315.060059
2016-06-09,1361.579956,1362.449951,1343.219971,1344.0,0.0,1344.0
2016-06-08,1366.560059,1366.560059,1359.109985,1361.48999,0.0,1361.48999
2016-06-07,1346.98999,1369.030029,1346.98999,1367.150024,0.0,1367.150024
2016-06-06,1360.4,1369.68,1338.94,1345.44,,1345.44
2016-06-03,1360.400024,1369.680054,1338.939941,1345.439941,0.0,1345.439941
2016-06-02,1357.099976,1364.119995,1354.939941,1359.140015,0.0,1359.140015
2016-06-01,1369.579956,1369.579956,1351.900024,1356.75,0.0,1356.75
2016-05-31,1380.140015,1383.380005,1368.530029,1369.47998,0.0,1369.47998
2016-05-30,1376.540039,1380.439941,1371.689941,1379.810059,0.0,1379.810059
2016-05-27,1375.72998,1379.199951,1370.390015,1376.5,0.0,1376.5
2016-05-26,1365.790039,1376.439941,1364.170044,1376.150024,0.0,1376.150024
2016-05-25,1358.23999,1370.449951,1358.23999,1367.069946,0.0,1367.069946
2016-05-24,1337.849976,1358.680054,1327.560059,1357.099976,0.0,1357.099976
2016-05-23,1342.579956,1345.52002,1332.030029,1338.969971,0.0,1338.969971
2016-05-20,1322.22998,1342.98999,1322.22998,1342.680054,0.0,1342.680054
2016-05-19,1340.75,1340.75,1321.800049,1321.800049,0.0,1321.800049
2016-05-18,1331.5,1340.959961,1322.26001,1340.930054,0.0,1340.930054
2016-05-17,1336.140015,1348.459961,1327.550049,1331.709961,0.0,1331.709961
2016-05-16,1323.25,1336.630005,1311.609985,1336.140015,0.0,1336.140015
2016-05-13,1311.930054,1325.849976,1304.859985,1323.180054,0.0,1323.180054
2016-05-12,1325.969971,1332.699951,1311.300049,1312.280029,0.0,1312.280029
2016-05-11,1331.0,1338.52002,1321.790039,1326.130005,0.0,1326.130005
2016-05-10,1328.680054,1342.26001,1328.680054,1332.579956,0.0,1332.579956
2016-05-09,1309.52002,1336.609985,1309.52002,1328.199951,0.0,1328.199951
2016-05-06,1317.689941,1317.689941,1300.900024,1309.170044,0.0,1309.170044
2016-05-05,1335.39,1336.0,1318.02,1319.17,,1319.17
2016-05-04,1335.390015,1336.0,1318.02002,1319.170044,0.0,1319.170044
2016-05-03,1352.910034,1353.47998,1326.349976,1335.390015,0.0,1335.390015
2016-05-02,1360.709961,1365.069946,1350.619995,1352.910034,0.0,1352.910034
2016-04-29,1389.609985,1389.609985,1357.900024,1360.709961,0.0,1360.709961
2016-04-28,1385.920044,1391.26001,1364.410034,1389.609985,0.0,1389.609985
2016-04-27,1388.949951,1395.75,1382.119995,1386.780029,0.0,1386.780029
2016-04-26,1389.23999,1399.949951,1386.719971,1389.800049,0.0,1389.800049
2016-04-25,1396.569946,1401.339966,1384.98999,1389.569946,0.0,1389.569946
2016-04-22,1408.52002,1408.930054,1392.569946,1396.369995,0.0,1396.369995
2016-04-21,1419.849976,1422.790039,1402.0,1409.48999,0.0,1409.48999
2016-04-20,1408.599976,1419.800049,1404.130005,1419.670044,0.0,1419.670044
2016-04-19,1383.339966,1413.829956,1383.339966,1410.869995,0.0,1410.869995
2016-04-18,1380.26001,1386.449951,1364.660034,1381.890015,0.0,1381.890015
2016-04-15,1383.98999,1387.109985,1379.030029,1381.329956,0.0,1381.329956
2016-04-14,1393.099976,1396.469971,1381.52002,1384.109985,0.0,1384.109985
2016-04-13,1368.650024,1394.819946,1368.650024,1392.589966,0.0,1392.589966
2016-04-12,1368.040039,1368.640015,1353.22998,1366.599976,0.0,1366.599976
2016-04-11,1364.410034,1376.369995,1353.569946,1368.619995,0.0,1368.619995
2016-04-08,1331.380005,1365.0,1331.380005,1364.939941,0.0,1364.939941
2016-04-07,1348.869995,1349.040039,1330.51001,1330.839966,0.0,1330.839966
2016-04-06,1333.849976,1349.02002,1323.550049,1349.02002,0.0,1349.02002
2016-04-05,1361.859985,1361.859985,1327.439941,1333.849976,0.0,1333.849976
2016-04-04,1358.219971,1370.430054,1351.069946,1361.859985,77976700.0,1361.859985
2016-04-01,1360.790039,1360.790039,1343.27002,1358.219971,0.0,1358.219971
2016-03-31,1375.540039,1375.540039,1362.780029,1365.699951,0.0,1365.699951
2016-03-30,1348.699951,1383.410034,1348.699951,1376.819946,0.0,1376.819946
2016-03-29,1346.410034,1358.130005,1339.880005,1348.699951,0.0,1348.699951
2016-03-28,1365.17,1365.17,1345.34,1345.34,,1345.34
2016-03-25,1365.17,1365.17,1345.34,1345.34,,1345.34
2016-03-24,1365.170044,1365.170044,1345.339966,1345.339966,0.0,1345.339966
2016-03-23,1382.630005,1382.630005,1362.47998,1368.209961,0.0,1368.209961
2016-03-22,1376.780029,1382.439941,1354.390015,1382.439941,0.0,1382.439941
2016-03-21,1389.689941,1391.77002,1374.819946,1377.560059,0.0,1377.560059
2016-03-18,1391.26001,1393.219971,1371.660034,1391.380005,0.0,1391.380005
2016-03-17,1393.099976,1404.079956,1362.290039,1390.859985,0.0,1390.859985
2016-03-16,1404.150024,1412.48999,1386.880005,1393.099976,0.0,1393.099976
2016-03-15,1424.189941,1424.189941,1403.119995,1403.949951,0.0,1403.949951
2016-03-14,1419.670044,1431.640015,1415.119995,1424.189941,0.0,1424.189941
2016-03-11,1392.069946,1419.189941,1392.069946,1418.390015,0.0,1418.390015
2016-03-10,1398.02002,1423.77002,1385.060059,1385.060059,0.0,1385.060059
2016-03-09,1390.560059,1402.780029,1385.180054,1398.469971,0.0,1398.469971
2016-03-08,1396.030029,1399.810059,1385.51001,1390.579956,0.0,1390.579956
2016-03-07,1403.400024,1403.400024,1387.819946,1397.040039,0.0,1397.040039
2016-03-04,1389.949951,1409.290039,1389.949951,1403.77002,0.0,1403.77002
2016-03-03,1385.459961,1394.47998,1384.170044,1389.449951,0.0,1389.449951
2016-03-02,1392.199951,1401.77002,1373.339966,1383.709961,0.0,1383.709961
2016-03-01,1372.540039,1392.02002,1356.569946,1391.449951,0.0,1391.449951
2016-02-29,1370.800049,1374.569946,1345.170044,1372.540039,0.0,1372.540039
2016-02-26,1363.76001,1378.77002,1363.459961,1370.800049,0.0,1370.800049
2016-02-25,1328.23999,1360.969971,1328.23999,1360.969971,0.0,1360.969971
2016-02-24,1366.910034,1368.890015,1324.459961,1327.849976,0.0,1327.849976
2016-02-23,1385.160034,1385.800049,1366.51001,1366.530029,0.0,1366.530029
2016-02-22,1357.319946,1385.73999,1357.319946,1385.73999,0.0,1385.73999
2016-02-19,1363.01001,1370.439941,1349.5,1355.949951,0.0,1355.949951
2016-02-18,1374.25,1381.530029,1359.829956,1362.97998,0.0,1362.97998
2016-02-17,1329.72998,1374.25,1329.72998,1374.25,0.0,1374.25
2016-02-16,1336.170044,1349.869995,1323.589966,1328.140015,0.0,1328.140015
2016-02-15,1290.619995,1336.170044,1290.619995,1336.170044,0.0,1336.170044
2016-02-12,1248.280029,1286.670044,1248.280029,1286.670044,0.0,1286.670044
2016-02-11,1296.339966,1296.339966,1247.060059,1247.060059,0.0,1247.060059
2016-02-10,1272.160034,1306.170044,1272.109985,1297.819946,0.0,1297.819946
2016-02-09,1274.589966,1288.52002,1253.630005,1271.449951,0.0,1271.449951
2016-02-08,1330.900024,1339.599976,1273.27002,1273.949951,0.0,1273.949951
2016-02-05,1333.660034,1347.459961,1322.680054,1330.109985,0.0,1330.109985
2016-02-04,1310.900024,1334.829956,1304.829956,1333.719971,0.0,1333.719971
2016-02-03,1320.540039,1331.619995,1295.5,1305.48999,0.0,1305.48999
2016-02-02,1340.180054,1340.380005,1314.189941,1320.290039,0.0,1320.290039
2016-02-01,1357.130005,1365.900024,1335.140015,1342.430054,0.0,1342.430054
2016-01-29,1339.329956,1359.920044,1335.930054,1356.319946,0.0,1356.319946
2016-01-28,1360.609985,1366.76001,1328.280029,1333.319946,0.0,1333.319946
2016-01-27,1377.469971,1377.469971,1353.640015,1365.589966,0.0,1365.589966
2016-01-26,1351.420044,1376.119995,1332.400024,1375.73999,0.0,1375.73999
2016-01-25,1362.349976,1367.810059,1345.550049,1354.410034,0.0,1354.410034
2016-01-22,1320.140015,1364.23999,1320.140015,1361.359985,0.0,1361.359985
2016-01-21,1290.23999,1319.810059,1283.130005,1312.599976,0.0,1312.599976
2016-01-20,1332.170044,1332.170044,1289.400024,1290.949951,0.0,1290.949951
2016-01-19,1311.719971,1341.72998,1311.719971,1332.170044,0.0,1332.170044
2016-01-18,1306.560059,1322.589966,1300.540039,1306.02002,0.0,1306.02002
2016-01-15,1339.640015,1348.51001,1296.920044,1305.23999,0.0,1305.23999
2016-01-14,1359.079956,1359.079956,1326.709961,1339.469971,0.0,1339.469971
2016-01-13,1352.609985,1377.869995,1352.609985,1360.97998,0.0,1360.97998
2016-01-12,1348.420044,1369.050049,1345.670044,1351.26001,0.0,1351.26001
2016-01-11,1348.22998,1362.040039,1342.680054,1348.640015,0.0,1348.640015
2016-01-08,1359.099976,1379.949951,1348.76001,1348.76001,0.0,1348.76001
2016-01-07,1379.660034,1379.660034,1326.699951,1357.119995,0.0,1357.119995
2016-01-06,1398.0,1410.47,1384.05,1387.03,,1387.03
2016-01-05,1398.0,1410.469971,1384.050049,1387.030029,0.0,1387.030029
2016-01-04,1441.339966,1441.339966,1394.27002,1394.390015,0.0,1394.390015
2016-01-01,1453.19,1455.42,1442.17,1446.82,,1446.82
2015-12-31,1453.19,1455.42,1442.17,1446.82,,1446.82
2015-12-30,1453.189941,1455.420044,1442.170044,1446.819946,0.0,1446.819946
2015-12-29,1435.119995,1452.949951,1435.119995,1452.949951,0.0,1452.949951
2015-12-28,1447.689941,1451.709961,1432.550049,1434.060059,0.0,1434.060059
2015-12-25,1415.01,1446.69,1415.01,1446.69,,1446.69
2015-12-24,1415.01,1446.69,1415.01,1446.69,,1446.69
2015-12-23,1415.01001,1446.689941,1415.01001,1446.689941,0.0,1446.689941
2015-12-22,1419.349976,1428.449951,1410.23999,1413.73999,0.0,1413.73999
2015-12-21,1422.630005,1443.800049,1419.130005,1419.130005,0.0,1419.130005
2015-12-18,1435.790039,1435.790039,1415.119995,1422.630005,0.0,1422.630005
2015-12-17,1429.719971,1461.48999,1429.719971,1438.319946,0.0,1438.319946
2015-12-16,1426.72998,1439.5,1418.869995,1428.02002,0.0,1428.02002
2015-12-15,1389.26001,1427.109985,1389.26001,1426.469971,0.0,1426.469971
2015-12-14,1401.810059,1418.660034,1388.780029,1389.26001,0.0,1389.26001
2015-12-11,1433.380005,1433.380005,1399.900024,1401.140015,0.0,1401.140015
2015-12-10,1440.01001,1444.670044,1427.589966,1433.410034,0.0,1433.410034
2015-12-09,1455.73999,1460.849976,1428.619995,1440.939941,0.0,1440.939941
2015-12-08,1494.060059,1494.060059,1450.439941,1454.98999,0.0,1454.98999
2015-12-07,1490.26001,1504.609985,1489.619995,1494.52002,0.0,1494.52002
2015-12-04,1501.97998,1501.97998,1475.790039,1485.319946,0.0,1485.319946
2015-12-03,1533.73999,1544.939941,1502.410034,1502.410034,0.0,1502.410034
2015-12-02,1530.609985,1539.540039,1521.640015,1533.869995,0.0,1533.869995
2015-12-01,1536.280029,1546.530029,1527.449951,1530.52002,0.0,1530.52002
2015-11-30,1521.900024,1542.119995,1515.329956,1536.050049,0.0,1536.050049
2015-11-27,1519.599976,1527.619995,1511.619995,1522.0,0.0,1522.0
2015-11-26,1505.390015,1524.619995,1502.300049,1522.280029,0.0,1522.280029
2015-11-25,1488.890015,1508.380005,1487.949951,1506.52002,0.0,1506.52002
2015-11-24,1515.800049,1515.800049,1486.73999,1488.890015,0.0,1488.890015
2015-11-23,1521.869995,1521.869995,1509.27002,1515.800049,0.0,1515.800049
2015-11-20,1512.77002,1525.47998,1505.939941,1521.869995,0.0,1521.869995
2015-11-19,1514.180054,1530.910034,1507.829956,1512.77002,0.0,1512.77002
2015-11-18,1513.930054,1515.209961,1504.380005,1514.180054,0.0,1514.180054
2015-11-17,1479.23999,1514.329956,1479.23999,1513.930054,0.0,1513.930054
2015-11-16,1476.209961,1485.680054,1458.52002,1479.040039,0.0,1479.040039
2015-11-13,1481.76001,1485.560059,1469.0,1476.209961,0.0,1476.209961
2015-11-12,1511.839966,1512.609985,1487.959961,1488.400024,0.0,1488.400024
2015-11-11,1504.439941,1518.300049,1503.160034,1511.459961,0.0,1511.459961
2015-11-10,1515.530029,1517.849976,1488.189941,1499.400024,0.0,1499.400024
2015-11-09,1530.359985,1537.25,1511.550049,1511.550049,0.0,1511.550049
2015-11-06,1523.560059,1536.579956,1516.540039,1526.48999,0.0,1526.48999
2015-11-05,1530.420044,1535.050049,1521.130005,1523.25,0.0,1523.25
2015-11-04,1513.52002,1533.949951,1512.890015,1529.430054,0.0,1529.430054
2015-11-03,1506.040039,1508.680054,1496.130005,1507.449951,0.0,1507.449951
2015-11-02,1487.469971,1509.699951,1480.290039,1502.439941,0.0,1502.439941
2015-10-30,1498.290039,1508.449951,1496.51001,1499.22998,0.0,1499.22998
2015-10-29,1505.97998,1505.97998,1484.180054,1495.859985,0.0,1495.859985
2015-10-28,1490.959961,1503.219971,1482.030029,1499.640015,0.0,1499.640015
2015-10-27,1503.079956,1504.079956,1485.719971,1487.030029,0.0,1487.030029
2015-10-26,1506.48999,1515.22998,1499.290039,1506.160034,0.0,1506.160034
2015-10-23,1490.380005,1514.849976,1486.099976,1506.589966,0.0,1506.589966
2015-10-22,1449.290039,1485.660034,1434.719971,1484.469971,0.0,1484.469971
2015-10-21,1460.310059,1463.140015,1443.160034,1452.089966,0.0,1452.089966
2015-10-20,1463.829956,1471.819946,1449.550049,1466.670044,0.0,1466.670044
2015-10-19,1452.619995,1466.73999,1452.209961,1458.0,0.0,1458.0
2015-10-16,1463.949951,1469.709961,1444.880005,1452.359985,0.0,1452.359985
2015-10-15,1444.199951,1453.869995,1441.76001,1453.869995,0.0,1453.869995
2015-10-14,1451.660034,1455.060059,1441.290039,1442.75,0.0,1442.75
2015-10-13,1483.290039,1483.469971,1452.780029,1460.109985,0.0,1460.109985
2015-10-12,1488.079956,1504.599976,1472.52002,1481.430054,0.0,1481.430054
2015-10-09,1477.280029,1490.199951,1473.98999,1483.73999,0.0,1483.73999
2015-10-08,1448.420044,1464.98999,1447.359985,1464.48999,0.0,1464.48999
2015-10-07,1459.26001,1471.640015,1452.01001,1452.01001,0.0,1452.01001
2015-10-06,1457.380005,1464.579956,1441.349976,1457.150024,0.0,1457.150024
2015-10-05,1434.949951,1456.969971,1429.650024,1456.969971,0.0,1456.969971
2015-10-02,1416.660034,1429.380005,1396.199951,1412.859985,0.0,1412.859985
2015-10-01,1432.400024,1435.969971,1399.339966,1404.449951,0.0,1404.449951
2015-09-30,1415.02002,1423.829956,1407.339966,1416.890015,0.0,1416.890015
2015-09-29,1374.579956,1403.300049,1369.290039,1391.880005,0.0,1391.880005
2015-09-28,1414.920044,1416.079956,1389.380005,1389.380005,0.0,1389.380005
2015-09-25,1401.050049,1421.630005,1401.050049,1418.469971,0.0,1418.469971
2015-09-24,1422.859985,1424.199951,1378.939941,1381.869995,0.0,1381.869995
2015-09-23,1423.140015,1432.380005,1416.920044,1421.5,0.0,1421.5
2015-09-22,1440.849976,1455.869995,1424.530029,1425.390015,0.0,1425.390015
2015-09-21,1449.170044,1467.569946,1443.72998,1462.660034,0.0,1462.660034
2015-09-18,1478.660034,1478.689941,1446.97998,1453.109985,0.0,1453.109985
2015-09-17,1486.380005,1488.699951,1480.369995,1486.459961,0.0,1486.459961
2015-09-16,1480.050049,1490.560059,1477.589966,1483.660034,0.0,1483.660034
2015-09-15,1467.719971,1475.109985,1450.569946,1469.079956,0.0,1469.079956
2015-09-14,1489.02002,1491.819946,1462.76001,1467.72998,0.0,1467.72998
2015-09-11,1498.359985,1499.119995,1484.180054,1488.410034,0.0,1488.410034
2015-09-10,1495.050049,1505.660034,1487.910034,1494.349976,0.0,1494.349976
2015-09-09,1518.5,1524.22998,1505.98999,1507.150024,0.0,1507.150024
2015-09-08,1482.959961,1499.469971,1480.670044,1488.880005,0.0,1488.880005
2015-09-07,1473.449951,1479.880005,1466.199951,1471.75,0.0,1471.75
2015-09-04,1485.47998,1486.050049,1459.48999,1461.459961,86107000.0,1461.459961
2015-09-03,1487.900024,1506.530029,1479.130005,1500.209961,0.0,1500.209961
2015-09-02,1477.390015,1486.130005,1464.410034,1471.51001,0.0,1471.51001
2015-09-01,1487.27002,1489.069946,1460.670044,1469.869995,0.0,1469.869995
2015-08-31,1502.829956,1504.550049,1486.609985,1501.069946,0.0,1501.069946
2015-08-28,1506.839966,1509.709961,1490.459961,1509.709961,0.0,1509.709961
2015-08-27,1494.48999,1505.880005,1485.670044,1502.859985,0.0,1502.859985
2015-08-26,1465.869995,1490.47998,1444.630005,1458.199951,0.0,1458.199951
2015-08-25,1446.859985,1487.26001,1440.97998,1483.349976,0.0,1483.349976
2015-08-24,1451.780029,1471.650024,1405.01001,1428.079956,0.0,1428.079956
2015-08-21,1516.189941,1530.709961,1495.359985,1495.359985,0.0,1495.359985
2015-08-20,1546.819946,1553.540039,1532.959961,1534.390015,0.0,1534.390015
2015-08-19,1576.859985,1576.859985,1553.27002,1553.51001,0.0,1553.51001
2015-08-18,1587.079956,1592.839966,1580.390015,1583.530029,0.0,1583.530029
2015-08-17,1598.689941,1603.680054,1578.410034,1592.810059,0.0,1592.810059
2015-08-14,1594.880005,1598.290039,1583.339966,1586.829956,0.0,1586.829956
2015-08-13,1597.390015,1599.609985,1586.290039,1594.150024,0.0,1594.150024
2015-08-12,1604.030029,1604.030029,1573.119995,1575.040039,0.0,1575.040039
2015-08-11,1633.819946,1638.119995,1611.609985,1614.719971,0.0,1614.719971
2015-08-10,1621.349976,1636.630005,1608.27002,1636.540039,0.0,1636.540039
2015-08-07,1621.349976,1622.939941,1612.280029,1612.280029,0.0,1612.280029
2015-08-06,1626.550049,1627.47998,1619.420044,1621.560059,0.0,1621.560059
2015-08-05,1615.630005,1630.01001,1615.630005,1627.420044,0.0,1627.420044
2015-08-04,1616.560059,1616.900024,1606.540039,1611.880005,0.0,1611.880005
2015-08-03,1615.439941,1621.72998,1610.48999,1618.280029,0.0,1618.280029
2015-07-31,1606.609985,1615.640015,1600.449951,1615.640015,0.0,1615.640015
2015-07-30,1605.839966,1609.380005,1592.189941,1603.5,0.0,1603.5
2015-07-29,1596.72998,1603.319946,1583.079956,1597.859985,0.0,1597.859985
2015-07-28,1587.579956,1594.859985,1578.390015,1588.219971,0.0,1588.219971
2015-07-27,1607.160034,1608.060059,1581.069946,1581.329956,0.0,1581.329956
2015-07-24,1618.609985,1626.719971,1611.189941,1612.800049,0.0,1612.800049
2015-07-23,1635.530029,1636.48999,1617.400024,1619.810059,0.0,1619.810059
2015-07-22,1631.25,1633.349976,1621.27002,1621.27002,0.0,1621.27002
2015-07-21,1657.430054,1658.930054,1634.869995,1636.420044,0.0,1636.420044
2015-07-20,1641.47998,1655.819946,1641.47998,1653.439941,0.0,1653.439941
2015-07-17,1648.47998,1648.810059,1630.02002,1635.469971,0.0,1635.469971
2015-07-16,1611.810059,1639.180054,1611.189941,1636.119995,0.0,1636.119995
2015-07-15,1611.920044,1612.550049,1600.400024,1601.969971,0.0,1601.969971
2015-07-14,1612.170044,1616.560059,1607.140015,1616.25,0.0,1616.25
2015-07-13,1601.140015,1616.560059,1601.140015,1614.420044,0.0,1614.420044
2015-07-10,1579.540039,1590.540039,1570.630005,1590.540039,0.0,1590.540039
2015-07-09,1527.430054,1552.040039,1524.47998,1549.589966,0.0,1549.589966
2015-07-08,1519.599976,1528.609985,1507.01001,1520.880005,0.0,1520.880005
2015-07-07,1535.890015,1541.709961,1516.089966,1516.119995,0.0,1516.119995
2015-07-06,1530.98999,1539.459961,1525.900024,1526.939941,0.0,1526.939941
2015-07-03,1564.290039,1564.290039,1544.550049,1553.599976,0.0,1553.599976
2015-07-02,1573.819946,1577.77002,1560.630005,1562.099976,0.0,1562.099976
2015-07-01,1550.640015,1582.099976,1546.420044,1575.5,0.0,1575.5
2015-06-30,1556.680054,1561.339966,1537.930054,1541.660034,0.0,1541.660034
2015-06-29,1550.300049,1585.780029,1545.579956,1559.800049,0.0,1559.800049
2015-06-26,1593.599976,1614.300049,1584.030029,1608.26001,0.0,1608.26001
2015-06-25,1599.939941,1613.170044,1594.900024,1601.119995,0.0,1601.119995
2015-06-24,1623.869995,1627.569946,1606.75,1611.5,0.0,1611.5
2015-06-23,1614.459961,1628.23999,1611.540039,1620.949951,0.0,1620.949951
2015-06-22,1591.52002,1606.619995,1581.630005,1606.619995,0.0,1606.619995
2015-06-19,1564.01,1565.23,1538.47,1562.43,,1562.43
2015-06-18,1564.01001,1565.22998,1538.469971,1562.430054,0.0,1562.430054
2015-06-17,1582.900024,1584.27002,1565.859985,1567.459961,0.0,1567.459961
2015-06-16,1558.27002,1585.800049,1548.680054,1582.22998,0.0,1582.22998
2015-06-15,1584.359985,1586.380005,1561.52002,1566.98999,0.0,1566.98999
2015-06-12,1605.540039,1611.400024,1588.430054,1597.329956,0.0,1597.329956
2015-06-11,1609.400024,1618.660034,1596.47998,1604.890015,0.0,1604.890015
